埼玉	さいたま	[n.] Saitama (city)
猿	さる,サル	[n.; us. kana] monkey (esp. the Japanese macaque, Macaca fuscata); ape; non-human primate // [der.] sly person // [der.] idiot; hick // [n.] sliding wooden bolt (for holding a door or window shut) // [n.] clasp used to control the height of a pot-hook // [arch.] bathhouse prostitute
猿	ましら,まし	[n.] monkey (esp. the Japanese macaque, Macaca fuscata); ape; non-human primate
匹	ひき,き	[cnt.] counter for small animals // [n.] counter for rolls of cloth (two han in size) // [arch.] counter for horses // [n.] roll of cloth
抱く	いだく,だく,うだく	[v5ku.; vt.] to embrace; to hold in the arms (e.g. a baby); to hug // [n.] to harbour (e.g. grudge); to harbor; to bear; to have (e.g. ambition); to entertain (e.g. hope, suspicion) // [v5ku.] to have sex with; to make love to; to sleep with // [n.] to sit on eggs
選び方	えらびかた	[n.] choice
長官	ちょうかん	[n.] secretary (government); director; chief
長官	かみ,かん,こう	[n.; no-n.; arch.] director (highest of the four administrative positions of the ritsuryo system); chief
関税	かんぜい	[n.] tariff (import tax); duty; customs
軽い	かるい,かろい	[adj.] light (i.e. not heavy); feeling light (i.e. offering little resistance, moving easily) // [n.] light (i.e. of foot); nimble; agile // [n.] non-serious; minor; unimportant; trivial // [n.] slight; small; gentle; soft // [n.] easy; simple // [n.] indiscriminate
治す	なおす	[v5su.; vt.] to cure; to heal // [n.] to fix; to correct; to repair // [auxv.] to do over again (after -masu base of verb) // [n.] to replace; to put back as it was // [n.] to convert (into a different state); to transform
所得	しょとく	[n.] income; earnings
所得税	しょとくぜい	[n.] income tax
湿布	しっぷ	[n.; suru] fomentation; compress
税務署	ぜいむしょ	[n.] tax office
残業代	ざんぎょうだい	[n.] overtime pay; overtime money; overtime payment
診断	しんだん	[n.; suru; no-n.] diagnosis; medical examination
健康診断	けんこうしんだん	[n.] physical examination
撮れる	とれる	[v1.] to be photographed // [n.] to be able to photograph
写真を撮る	しゃしんをとる	[phrase; v5ru.] to take a picture
観光地	かんこうち	[n.] tourist attraction; sight-seeing area
石	いし	[n.] stone // [n.] gem; jewel
石	こく	[n.] measure of volume (approx. 180.39 liters, 6.37 cub. ft.) // [n.] measure of a Japanese-style boat's loading capacity (approx. 278.26 liters)
南海	なんかい	[n.] southern sea
雌	めす,メス	[n.; no-n.; us. kana] female (animal)
雌	め	[prefn.; sufn.; n.] female; woman // [n.; arch.] wife
芸	げい	[n.] art; craft; accomplishment; artistic skill; technique; performance
東側	ひがしがわ,とうそく	[n.] east side; east bank
取り戻す	とりもどす	[v5su.; vt.] to take back; to regain; to get back; to recover
西側	にしがわ	[n.; no-n.] west side; west bank
分かれる	わかれる	[v1.; vi.] to branch; to fork; to diverge // [n.] to separate; to split; to divide // [n.] to disperse; to scatter
会話	かいわ	[n.; suru] conversation
日本語	にほんご,にっぽんご	[n.; no-n.] Japanese (language) // [n.] Japanese as a second language
中国語	ちゅうごくご	[n.] Chinese (language)
泊まる	とまる	[v5ru.; vi.] to stay at (e.g. hotel) // [n.] to be docked; to be berthed; to be moored
無線	むせん	[n.; no-n.] wireless; radio
塵	ごみ,ゴミ,あくた	[n.; us. kana] rubbish; trash; garbage; refuse
塵	ちり	[n.] dust; dirt
塵	じん	[n.] defilement; impurity; affliction // [n.] object (perceived with the mind or the senses) // [num.] one billionth
委員	いいん	[n.] committee member
科学技術	かがくぎじゅつ	[n.; no-n.] science and technology // [n.] scientific technique
小委員会	しょういいんかい	[n.] subcommittee
ブレーキ		[n.] brake
中部	ちゅうぶ	[n.] center; centre; middle; heart // [abbr.] Chubu region (incl. Aichi, Nagano, Shizuoka, Niigata, Toyama, Ishikawa, Fukui, Yamanashi and Gifu prefectures)
救助	きゅうじょ	[n.; suru] relief; aid; rescue
手伝い	てつだい	[n.] helper; assistant // [n.] help
履歴	りれき	[n.] personal history; background; career // [n.] log; record // [abbr.] hysteresis
履歴書	りれきしょ	[n.] personal history; curriculum vitae; resume
隠す	かくす	[v5su.; vt.] to hide; to conceal
頼む	たのむ	[v5mu.; vt.] to request; to beg; to ask // [n.] to call; to order; to reserve // [n.] to entrust to // [n.] to rely on
事務次官	じむじかん	[n.] permanent vice-president; undersecretary; vice-minister
点く	つく	[v5ku.; vi.; us. kana] to be lit (e.g. electricity comes on); to be lighted // [us. kana] to catch fire
点ける	つける	[v1.; vt.; us. kana] to turn on; to switch on; to light up
恐竜	きょうりゅう	[n.] dinosaur
草	くさ	[n.] grass; weed; herb; thatch // [arch.] ninja // [pref.] not genuine; substandard
草	そう	[n.; abbr.] draft; rough copy // [n.] cursive script; "grass" kanji
檜木	ひのき,ひ,ヒノキ	[n.; us. kana] hinoki cypress (Chamaecyparis obtusa); Japanese cypress
体が弱い	からだがよわい	[phrase; adj.] frail; having a weak constitution; being in poor health
大寒	だいかん	[n.] (time of) extreme cold // [n.] "major cold" solar term (approx. Jan 20, roughly the coldest time of the year)
岡山県	おかやまけん	[n.] Okayama prefecture (Chuugoku area)
滝	たき	[n.] waterfall // [arch.] rapids
打たれる	うたれる	[v1.; vi.] to be struck; to be beaten
褌	ふんどし,ふどし,たふさぎ,とうさぎ,とくびこん	[n.; us. kana] loincloth; breechcloth; breechclout; traditional Japanese male underwear // [n.] kimono underskirt // [n.] wrestler's ornamental apron
褌	みつ	[n.] T-shaped section of a loincloth // [n.] mawashi
清める	きよめる	[v1.; vt.] to purify; to cleanse; to exorcise; to purge; to ward off
定期	ていき	[n.] fixed period; fixed term // [no-n.] regular; periodic; periodical // [n.; abbr.] fixed-term commutation pass // [abbr.] fixed-term deposit // [abbr.] futures contracts
定期的	ていきてき	[adjn..] periodic; regular; routine
人々	ひとびと,にんにん	[n.; no-n.] each person; people; men and women; everybody
鯣	するめ,スルメ	[n.; us. kana] dried squid; dried cuttlefish // [us. kana] Japanese common squid (Todarodes pacificus)
鯣烏賊	するめいか,スルメイカ	[n.; us. kana] Japanese common squid; Pacific flying squid (Todarodes pacificus)
水産庁	すいさんちょう	[n.] (Japanese) Fisheries Agency
日本海	にほんかい,にっぽんかい	[n.] Sea of Japan
卵	たまご	[n.] eggs; egg; spawn; roe // [n.] hen egg // [n.] (an expert) in the making // [n.] beginning; origin; infancy
卵	かい,かいご	[n.; arch.] egg; eggshell
卵	らん	[n.] ovum; ovule; egg cell
東シナ海	ひがしシナかい	[n.] East China Sea
古墳	こふん	[n.] ancient burial mound; barrow; tumulus
玄武	げんぶ,げんむ	[n.] Black Tortoise (god said to rule over the northern heavens) // [n.] seven mansions (Chinese constellations) of the northern heavens
皆	みんな,みな	[adv.; n.; us. kana] all; everyone; everybody // [us. kana] everything
飛鳥時代	あすかじだい	[n.] Asuka period (550-710 CE)
身分	みぶん	[n.] social position; social status
方角	ほうがく	[n.] direction; way; compass point
神	かみ,かむ,かん	[n.] god; deity; divinity; spirit; kami // [n.; prefn.; slang] incredible; fantastic // [n.; sonkeigo; arch.] emperor of Japan // [arch.] thunder
神	しん,じん	[n.] spirit; psyche // [n.] god; deity; divinity; kami
神	み	[n.; arch.] soul; spirit; divine spirit
亀	かめ,カメ	[n.] tortoise; turtle
蛇	へび,じゃ,くちなわ,へみ,ヘビ	[n.] snake // [n.] serpent; large snake
巻きつく	まきつく	[v5ku.] to twine around
六角形	ろっかっけい,ろっかくけい	[n.] hexagon
感動	かんどう	[n.; suru] being deeply moved emotionally; excitement; passion; deep emotion; impression
申し込む	もうしこむ	[v5mu.; vt.] to apply for; to make an application; to propose (marriage); to offer (mediation); to make an overture (of peace); to challenge; to lodge (objections); to request (an interview); to subscribe for; to book; to reserve
卓球	たっきゅう	[n.] table tennis; ping-pong
選手権	せんしゅけん	[n.] championship; title (of champion)
世界選手権	せかいせんしゅけん	[n.] world (an international) championship (title)
活躍	かつやく	[n.] activity (esp. energetic); great efforts; conspicuous service // [suru] to flourish; to participate actively; to play an active role
夢にも	ゆめにも	[adv.] not in the slightest; not in one's wildest dreams
鳥取県	とっとりけん	[n.] Tottori prefecture (Chuugoku area)
公民館	こうみんかん	[n.] public hall; community center; community centre
盛んに	さかんに	[adv.] actively; frequently; energetically; heartily; warmly; enthusiastically
一つ一つ	ひとつひとつ	[adv.; no-n.] one-by-one; separately; in detail
都合	つごう	[adv.; n.] circumstances; condition; convenience // [suru] to arrange; to manage // [n.] to lend money; to raise money // [adv.] in all; in total; all told
都合がいい	つごうがいい,つごうがよい	[phrase] convenient
皿	さら	[n.] plate; dish; platter; disc // [n.; sufn.; cnt.] serving; helping; course // [n.] kanji radical 108 (at the bottom)
中国人	ちゅうごくじん	[n.] Chinese person
春節	しゅんせつ	[n.] Lunar New Year; Chinese New Year; Spring Festival
商店	しょうてん	[n.] shop; small store; business; firm
商店街	しょうてんがい	[n.] shopping district; shopping street; downtown
覚醒	かくせい	[n.; suru] waking up; awakening; arousal; revival // [n.] disillusion; disillusionment; awakening (figurative)
広まる	ひろまる	[v5ru.; vi.] to spread; to be propagated
堤防	ていぼう	[n.; suru] bank; weir; embankment; levee
忘れる	わすれる	[v1.; vt.] to forget; to leave carelessly; to be forgetful of; to forget about; to forget (an article)
大関	おおぜき	[n.] wrestler of second highest rank
名誉	めいよ	[adjn..; n.] honor; honour; credit; prestige
力士	りきし	[n.] sumo wrestler; rikishi // [n.] strong man
土器	どき,かわらけ	[n.] earthenware // [n.] unglazed (bisque-fired) earthenware
遺跡	いせき	[n.] historic ruins (remains, relics); archeological site
食器	しょっき	[n.] tableware
縄文	じょうもん	[n.; abbr.] Jōmon period // [n.] straw-rope pattern
縄文時代	じょうもんじだい	[n.] Jōmon period
に似て	ににて	[phrase] similar to; like
岡	おか	[n.] hill; height; knoll; rising ground // [us. kana] bonus points awarded to the winner at the end of a game
弥生	やよい,いやおい	[n.; obsolete] third month of the lunar calendar // [arch.] thick growth (of grass, etc.) // [n.] Yayoi period (ca. 300 BCE - 300 CE)
弥生時代	やよいじだい	[n.] Yayoi period (c. 300 BCE-300 CE)
画像	がぞう	[n.] image; picture; portrait
農協	のうきょう	[n.; abbr.] agricultural cooperative
観光案内	かんこうあんない	[n.] tourist information (brochure, map, center)
観光案内所	かんこうあんないじょ	[n.] tourist information center; tourist information centre
案内所	あんないじょ	[n.] information desk
電子	でんし	[n.] electron // [n.] (esp. as a prefix) electronic; electronics
電子レンジ	でんしレンジ	[n.] microwave oven
温める	あたためる,あっためる,ぬくめる	[v1.; vt.] to warm; to heat
温める	ぬるめる	[v1.; vt.; us. kana] to cool something down (e.g. by adding water)
栄誉	えいよ	[n.] honour; honor
奨学	しょうがく	[n.] encouragement to study
来週	らいしゅう	[advn.; tempn.] next week
宝石	ほうせき	[n.; no-n.] gem; jewel; precious stone
胸	むね,むな	[n.] chest; breast // [n.] breasts; bosom; bust // [n.] heart // [n.] lungs // [n.] stomach // [n.] heart; mind; feelings
敵と戦う	てきとたたかう	[v5u.] to fight one's enemy
風疹	ふうしん	[n.] rubella; German measles
予防	よぼう	[n.; suru; no-n.] prevention; precaution; protection against
接種	せっしゅ	[n.; suru; no-n.] inoculation; vaccination
予防接種	よぼうせっしゅ	[n.; no-n.] immunization; immunisation; vaccination; inoculation
耳	みみ	[n.] ear // [n.] hearing // [n.] edge; crust // [n.] selvedge (non-fray machined edge of fabrics); selvage
産婦人科	さんふじんか	[n.] maternity and gynaecology department (gynecology); department of obstetrics and gynaecology (gynecology)
東南アジア	とうなんアジア	[n.] Southeast Asia
船に乗る	ふねにのる	[phrase; v5ru.] to board a ship
流氷	りゅうひょう	[n.] drift ice; ice floe
頃	ころ,ごろ	[n.; advn.; sufn.; us. kana] (approximate) time; around; about; toward // [n.] suitable time (or condition) // [n.] time of year; season
頃	けい	[n.; obscure] qing (Chinese unit of land area equal to 100 mu)
頃	ころおい	[n.] time; period; days
昼頃	ひるごろ	[tempn.] about noon
浮かぶ	うかぶ	[v5bu.] to float; to be suspended // [n.] to rise to surface // [n.] to come to mind; to have inspiration
気象台	きしょうだい	[n.] meteorological observatory
左	ひだり	[n.; no-n.] left; left hand side
左	さ	[n.; no-n.] left (esp. in vertical Japanese writing); the following
右	みぎ	[n.] right; right hand side // [n.] afore-mentioned (esp. in vertical Japanese writing); foregoing; forgoing; above
電球	でんきゅう	[n.] light bulb
節約	せつやく	[n.; suru] economising; saving
環境	かんきょう	[n.; no-n.] environment; circumstance
